S.No,In-use English,Changes in English,In-use Telugu,Changes in Telugu,Section,Times used,Translation keys
380,Extension rejected.,,పొడిగింపు తిరస్కరించబడింది.,,A,1,extension_rejected
381,Extension Requested,,పొడిగింపు అభ్యర్థించారు,,A,1,extension_requested
382,Face Value,,ముఖ విలువ,,A,1,face_value
383,Face Value *,,ముఖ విలువ *,,A,1,face_value_field
384,February,,ఫిబ్రవరి,,A,1,february
385,Female,,స్త్రీ,,A,1,female
386,Festival,,పండుగ,,A,1,festival
387,Filter by status,,స్థితి ద్వారా వడపోత,,A,1,filter_by_status
388,Filters,,ఫిల్టర్లు,,A,1,filters
389,Final profit,,తుది లాభం,,A,1,final_profit
390,Final Review,,తుది సమీక్ష,,A,1,final_review
391,Financial Year,,ఆర్థిక సంవత్సరం,,A,1,financial_year
392,Find a Business,,వ్యాపారాన్ని కనుగొనండి,,A,1,find_a_business
393,Find Person,,వ్యక్తిని కనుగొనండి,,A,1,find_person
394,Finish,,ముగించండి,,A,1,finish
395,Finish Migration,,మైగ్రేషన్ ముగించండి,,A,1,finish_migration
396,Finish Migration?,,మైగ్రేషన్ ముగించాలా?,,A,1,finish_migration_question
397,First Business Setup,,మొదటి వ్యాపార ఏర్పాటు,,A,1,first_business_setup
398,Fixed Salary,,స్థిర జీతం,,A,1,fixed_salary
399,Flat Amount,,నిర్ణీత మొత్తం,,A,1,flat_amount
400,Forgot Password,,పాస్‌వర్డ్ మర్చిపోయారు,,A,1,forgot_password_title
401,Forgot Password?,,పాస్‌వర్డ్ మర్చిపోయారా?,,A,2,forgot_password forgot_password_question
402,Forgot PIN,,పిన్ మర్చిపోయారు,,A,1,forgot_pin_title
403,Forgot PIN?,,పిన్ మర్చిపోయారా?,,A,1,forgot_pin
404,Frequency,,తరచుదనం,,A,2,frequency frequency_field
405,From {name},,{name} నుండి,,A,1,from_agent_note
406,Full Name,,పూర్తి పేరు,,A,1,full_name
407,Full Name *,,పూర్తి పేరు *,,A,1,full_name_field
408,Future Effective Information,,భవిష్యత్ ప్రభావ సమాచారం,,A,1,future_effective_information
409,Gender,,లింగం,,A,1,gender
410,Get Started,,ప్రారంభించండి,,A,1,login_or_register_title
411,Get Template,,టెంప్లేట్ పొందండి,,A,1,get_template
412,Get The App,,,,A,1,web_route_unavailable_action
413,Given To Agents,,ఏజెంట్లకు ఇచ్చినది,,A,1,transfers_out
414,Go Back,,వెనుకకు వెళ్లండి,,A,1,go_back
415,Grace,,గ్రేస్,,A,1,grace
416,Grace Ended,,గ్రేస్ ముగిసింది,,A,1,grace_expired
417,Grace Period,,గ్రేస్ పీరియడ్,,A,2,grace_period grace_period_label
418,Grace Period (Days),,గ్రేస్ పీరియడ్ (రోజులు),,A,2,grace_period_days_header grace_period_days_label
419,Grace Status,,గ్రేస్ స్థితి,,A,1,grace_status
420,Group Balance,,గ్రూప్ నిల్వ,,A,1,group_balance
421,Group Detail,,గ్రూప్ వివరాలు,,A,1,group_detail
422,Group EMI,,గ్రూప్ EMI,,A,1,group_emi
423,Group Loan Management,,సమూహ రుణ నిర్వహణ,,A,1,group_loan_management
424,Group Loans,,సమూహ రుణాలు,,A,1,group_loans
425,Group Name,,గ్రూప్ పేరు,,A,1,group_name_field
426,Guarantor,,పూచీకత్తుదారు,,A,1,guarantor
427,Guarantor Name *,,పూచీకత్తుదారు పేరు *,,A,1,guarantor_name_field
428,Hand Over Balance,,అప్పగించే నిల్వ,,A,1,hand_over_balance
429,Held By Agents,,ఏజెంట్ల వద్ద ఉన్నది,,A,1,held_by_agents
430,Highest First,,ఎక్కువ మొదట,,A,1,highest_first
431,History,,చరిత్ర,,A,1,history
432,Home,,హోమ్,,A,1,home
433,House Locked,,ఇల్లు లాక్ చేయబడింది,,A,1,house_locked
434,Identity Documents,,గుర్తింపు పత్రాలు,,A,1,identity_documents
435,Identity Found,,గుర్తింపు కనుగొనబడింది,,A,1,identity_found
436,Ignore,,పట్టించుకోవద్దు,,A,1,ignore
437,Ignore (Import),,పట్టించుకోవద్దు (దిగుమతి),,A,1,ignore_import
438,Ignore All (Import),,అన్నీ పట్టించుకోవద్దు (దిగుమతి),,A,1,ignore_all
439,Import,,దిగుమతి,,A,1,import_label
440,Import Details,,వివరాలు దిగుమతి చేయండి,,A,1,import_details
441,Import EMI History,,EMI చరిత్ర దిగుమతి చేయండి,,A,1,import_emi_history
442,Import Identities,,గుర్తింపులు దిగుమతి చేయండి,,A,1,import_identities
443,Import Records,,రికార్డులు దిగుమతి చేయండి,,A,1,import_records
444,In Grace Period,,గ్రేస్ పీరియడ్‌లో ఉంది,,A,1,in_grace_period
445,In Session,,సెషన్‌లో,,A,1,in_session
446,Inactive,,నిష్క్రియం,,A,1,inactive
447,Incomplete Profile,,అసంపూర్ణ ప్రొఫైల్,,A,1,incomplete_profile
448,Installment,,వాయిదా,,A,2,installment installment_label
449,Installment Amount,,వాయిదా మొత్తం,,A,1,installment_amount
450,Installment Amount *,,వాయిదా మొత్తం *,,A,2,installment_amount_field installment_amount_required_field
451,Installment Due,,వాయిదా బకాయి,,A,1,installment_due
452,Instalment *,,వాయిదా *,,A,1,instalment_required_field
453,Instalment Amount *,,వాయిదా మొత్తం *,,A,1,instalment_amount_field
454,Instalments,,వాయిదాలు,,A,1,instalments
455,Instalments Already Paid,,ఇప్పటికే చెల్లించిన వాయిదాలు,,A,1,instalments_already_paid_field
456,Interest,,వడ్డీ,,A,2,interest interest_field
457,Interest *,,వడ్డీ *,,A,1,interest_required_field
458,Interest Accrued,,పోగుపడిన వడ్డీ,,A,1,interest_accrued
459,Interest Due,,రావలసిన వడ్డీ,,A,1,interest_due
460,Interest Ledger,,వడ్డీ లెడ్జర్,,A,1,interest_ledger
461,Interest Method,,వడ్డీ పద్ధతి,,A,1,interest_method
462,Interest Only,,వడ్డీ మాత్రమే,,A,1,interest_only
463,Interest Payable,,చెల్లించవలసిన వడ్డీ,,A,1,interest_payable
464,Interest Portion *,,వడ్డీ భాగం *,,A,1,interest_portion_field
465,Interest Type,,వడ్డీ రకం,,A,1,interest_type
466,Invested,,పెట్టుబడి పెట్టినది,,A,1,invested
467,Investment Balance,,పెట్టుబడి నిల్వ,,A,1,investment_balance
468,Investment Detail,,పెట్టుబడి వివరాలు,,A,1,investment_detail
469,Investment Options,,పెట్టుబడి ఎంపికలు,,A,1,investment_options
470,Investments,,పెట్టుబడులు,,A,1,investments
471,Investor,,పెట్టుబడిదారు,,A,1,investor
472,Investor Dashboard,,పెట్టుబడిదారు డాష్‌బోర్డ్,,A,1,investor_dashboard
473,Investor Dep.,,పెట్టుబడిదారు జమ,,A,1,investor_dep
474,Investor Management,,పెట్టుబడిదారుల నిర్వహణ,,A,1,investor_management
475,Investor Requests,,పెట్టుబడిదారు అభ్యర్థనలు,,A,1,investor_requests
476,Investor W/D,,పెట్టుబడిదారు ఉపసంహరణ,,A,1,investor_wd
477,Investors,,పెట్టుబడిదారులు,,A,2,entry_stage_investors investors
478,Invitations to You,,మీకు ఆహ్వానాలు,,A,1,invitations_to_you
479,Issued {date},,{date}న ఇవ్వబడింది,,A,1,loan_issued_on_note
480,January,,జనవరి,,A,1,january
481,Joined Date,,చేరిన తేదీ,,A,2,joined_date joined_date_label
482,July,,జూలై,,A,1,july
483,June,,జూన్,,A,1,june
484,Last Login,,చివరి లాగిన్,,A,1,last_login
485,Last Sync,,చివరి సింక్,,A,1,last_sync
486,Last Transaction,,చివరి లావాదేవీ,,A,1,last_transaction
487,Last {count} Days,,గత {count} రోజులు,,A,1,last_n_days
488,Last {n} months,,గత {n} నెలలు,,A,1,last_n_months
489,Lending Rules,,రుణ నియమాలు,,A,1,lending_rules
490,Line Repayment Index,,లైన్ రీపేమెంట్ ఇండెక్స్,,A,1,line_repayment_index
491,Live Activity,,ప్రత్యక్ష కార్యకలాపం,,A,1,live_activity
492,Live Business Activity,,ప్రత్యక్ష వ్యాపార కార్యకలాపం,,A,1,live_business_activity
493,Live Closing Balance,,ప్రస్తుత ముగింపు నిల్వ,,A,1,closing_balance
494,Live Collected,,ప్రత్యక్ష వసూలు,,A,1,live_collected
495,Live Photo,,లైవ్ ఫోటో,,A,1,live_photo
496,Loading...,,లోడ్ అవుతోంది...,,A,1,loading_ellipsis
497,Loan Amount,,రుణ మొత్తం,,A,1,loan_amount
498,Loan closed.,,రుణం మూసివేయబడింది.,,A,1,loan_closed_note
499,Loan Count,,రుణాల సంఖ్య,,A,1,loan_count
500,Loan Detail,,రుణ వివరాలు,,A,1,loan_detail
501,Loan Details,,రుణ వివరాలు,,A,1,loan_details
502,Loan Dist.,,రుణ పంపిణీ,,A,1,loan_dist
503,Loan Distribution,,రుణ పంపిణీ,,A,2,loan_distribution loan_distribution_screen
504,Loan Given By,,రుణం ఇచ్చినవారు,,A,1,loan_given_by
505,Loan Information,,రుణ సమాచారం,,A,1,loan_information
506,Loan Number,,రుణ నంబర్,,A,1,loan_number
507,Loan Requests,,రుణ అభ్యర్థనలు,,A,1,loan_requests
508,Loan To,,రుణం ఇచ్చినది,,A,1,loan_to
509,Loan {number},,రుణం {number},,A,1,loan_number_note
510,Loans,,రుణాలు,,A,1,loans
511,Loans Given,,ఇచ్చిన రుణాలు,,A,1,loans_given
512,Loans Issued,,జారీ చేసిన రుణాలు,,A,1,loans_issued
513,Location,,ప్రదేశం,,A,1,location
514,Lock Account,,ఖాతా లాక్ చేయండి,,A,1,lock_account
515,Locked,,లాక్ చేయబడింది,,A,1,locked
516,Login,,లాగిన్,,A,2,login login_button
517,Login with Password,,పాస్‌వర్డ్‌తో లాగిన్ చేయండి,,A,1,login_with_password
518,Login With PIN,,పిన్‌తో లాగిన్ చేయండి,,A,1,login_with_pin
519,Logout,,లాగ్ అవుట్,,A,1,logout
